cJobId,cTitle,Status,Created Date,Start Date,End Date,sWork,Employer,sEducation,sExperience,sLocation,sOccupation,Occupation,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,fMinSalary,fMaxSalary,fMeanSalary,Sub-Industry,sIndustry
R5N3V8,Junior Ac Duct Installer,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,1-2 years,George Town,336,Sheet metal workers,45,KYD,Bi-Weekly,KYD$10 - KYD$15 Per Hour (paid Bi-Weekly),"$23,400","$35,100","$23,400","$35,100","$29,250",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
R6K6Y8,Registered Nurse,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cayman Clinic Ltd,Bachelor´s Degree,10+ years,George Town,67,Nursing professionals,45,KYD,Per Month,"KYD$50,400 - KYD$57,000 Per Annum (paid Monthly)","$50,400","$57,000","$50,400","$57,000","$53,700","Health, Medical & Social Care",Human Health and Social Work Activities
R7N5P8,Lead Operator Of The Block Plant/crusher Operator/labourer/heavy Equipment Operator,Closed,03-Jun-25,02-Jun-25,16-Jun-25,Full-time,Scott Development Co. Ltd,Below High School,3-4 years,Cayman Brac,394,Cement stone and other mineral products machine operators,45,KYD,Per Week,KYD$10 - KYD$15 Per Hour (paid Weekly),"$23,400","$35,100","$23,400","$35,100","$29,250","Land, Water & Air Transport",Transportation and Storage
R8V3K5,Dishwasher/kitchen Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,ISLAND TASTE GROUP LTD,High School or Equivalent,1-2 years,George Town,463,Kitchen helpers,45,KYD,Per Month,"KYD$16,380 - KYD$18,720 Per Annum (paid Monthly)","$16,380","$18,720","$16,380","$18,720","$17,550",Financial & Insurance Services,Financial and Insurance Activities
S3J7A6,Electronic Technician /security Alarm Technician,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Electra-tech Services Limited,High School or Equivalent,3-4 years,George Town,141,Electronics engineering technicians,45,KYD,Per Week,KYD$720 Weekly,"$37,440","$37,440","$37,440","$37,440","$37,440",Construction & Civil Engineering,Construction
S4J7S8,Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Tesia J. Scott T/a Baysyde Biz,High School or Equivalent,5-6 years,George Town,322,Carpenters and joiners,45,KYD,Per Month,"KYD$1,170 - KYD$1,350 Bi-Weekly (paid Monthly)","$30,420","$35,100","$30,420","$35,100","$32,760",Cleaning Services,Administrative and Support Service Activities
S5C8H8,Equipment/truck Driver,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Thompson Shipping Co. Ltd.,High School or Equivalent,10+ years,George Town,433,Heavy truck and lorry drivers,44,KYD,Per Day,"KYD$29,744 - KYD$44,616 Per Annum (paid Per Day)","$29,744","$44,616","$29,744","$44,616","$37,180","Land, Water & Air Transport",Transportation and Storage
S5X5C3,Mason,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,On Edge Limited,High School or Equivalent,10+ years,Spotts / Newlands,318,House builders,45,KYD,Bi-Weekly,"KYD$23,400 - KYD$28,080 Per Annum (paid Bi-Weekly)","$23,400","$28,080","$23,400","$28,080","$25,740","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
S6C4C4,Dao Specialist,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Richard's Parchment,Bachelor´s Degree,7-8 years,George Town,98,Financial analysts,45,USD,Per Month,"USD$85,000 - USD$105,000 Per Annum (paid Monthly)","$85,000","$105,000","$70,833","$87,500","$79,167",Recruitment & Employment Agencies,Administrative and Support Service Activities
S6K3F2,Truck Driver,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Professional Waste Management Limited,High School or Equivalent,5-6 years,George Town,433,Heavy truck and lorry drivers,47.5,KYD,Per Week,KYD$500.17 - KYD$599.92 Weekly,"$26,009","$31,196","$26,009","$31,196","$28,603","Water Supply, Sewerage & Waste Management","Water Supply; Sewerage, Waste Management and Remediation Activities"
S6N6H4,Boat Captain,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Red Sail Sports Cayman Ltd,High School or Equivalent,1-2 years,George Town,438,Ships deck crews and related workers,45,KYD,Bi-Weekly,KYD$8 - KYD$15 Per Hour (paid Bi-Weekly),"$18,720","$35,100","$18,720","$35,100","$26,910","Land, Water & Air Transport",Transportation and Storage
S8Y7P6,Executive Legal Secretary - Dispute Resolution - 1 Year Fixed,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Temporary,Ogier,Certificate/Diploma,3-4 years,Camana Bay,197,Legal secretaries,37.5,USD,Per Month,"USD$75,000 - USD$95,000 Per Annum (paid Monthly)","$75,000","$95,000","$62,500","$79,167","$70,833",Legal Services,"Professional, Scientfic and Technical Activities"
T6J3Q8,Marketing Assistant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Meraki Wellness Ltd.,Certificate/Diploma,3-4 years,Seven Mile Beach,104,Advertising and marketing professionals,45,USD,Per Month,"USD$45,000 - USD$70,000 Per Annum (paid Monthly)","$45,000","$70,000","$37,500","$58,333","$47,917","Hairdressing, Beauty Treatment & Other Personal Care",Other Service Activities
T7K7M5,Cashier,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Chef's Choice T/a Chef's Choice,High School or Equivalent,3-4 years,George Town,275,Cashiers and Ticket Clerks,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),"$14,040","$16,380","$14,040","$16,380","$15,210","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
U2U8E4,Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,KIRK MITCHELLT/A K&M CONSTRUCTION,High School or Equivalent,5-6 years,West Bay,454,Building construction labourers,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,530 Bi-Weekly (paid Bi-Weekly)","$28,080","$39,780","$28,080","$39,780","$33,930",Construction & Civil Engineering,Construction
U5E8U6,Photo Lab Assistant Technician,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Leatha Morejon T/a Rainbow Photo,Certificate/Diploma,9-10 years,George Town,143,Chemical engineering technicians,45,KYD,Bi-Weekly,"KYD$1,600 Monthly (paid Bi-Weekly)","$19,200","$19,200","$19,200","$19,200","$19,200",Photographic Activities,"Professional, Scientfic and Technical Activities"
U5P5M5,Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Kdp Construction & Colours Ltd. T/a Colours,High School or Equivalent,7-8 years,George Town,322,Carpenters and joiners,45,KYD,Bi-Weekly,"KYD$23,400 - KYD$42,120 Per Annum (paid Bi-Weekly)","$23,400","$42,120","$23,400","$42,120","$32,760",Construction & Civil Engineering,Construction
U5Y2C8,Business Centre Conference Concierge,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,The Ritz Carlton Hotel,Some College/University,1-2 years,Seven Mile Beach,191,Conference and event planners,40,USD,Bi-Weekly,USD$11 Per Hour (paid Bi-Weekly) + gratuities,"$22,880","$22,880","$19,067","$19,067","$19,067",Accommodation,Accommodation and Food Service Activities
U8N5U5,Estimator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Arboretum Services Limited,Bachelor´s Degree,5-6 years,Camana Bay,454,Building construction labourers,40,KYD,Per Month,"KYD$70,000 - KYD$95,000 Per Annum (paid Monthly)","$70,000","$95,000","$70,000","$95,000","$82,500",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
V2W8E8,Mason Steel Fixer Painter And Drywall Finisher,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Florence Jones T/a Ram,High School or Equivalent,10+ years,George Town,321,Concrete placers concrete finishers and related workers,45,KYD,Bi-Weekly,KYD$13 - KYD$14 Per Hour (paid Bi-Weekly),"$30,420","$32,760","$30,420","$32,760","$31,590",Maintenance & Repair of Buildings,Administrative and Support Service Activities
V5W4J5,Mason / Carpenter,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Sea Grape Secretarial Service,High School or Equivalent,10+ years,George Town,320,Stonemasons stone cutters splitters and carvers,40,KYD,Per Month,KYD$12 Per Hour (paid Monthly),"$24,960","$24,960","$24,960","$24,960","$24,960",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
V6M7V5,Technical Customer Service / Sales Assistant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World Ltd T/a Cellular World Repairs,Some College/University,3-4 years,Seven Mile Beach,107,Information and communications technology sales professionals,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$16,380 Per Annum (paid Bi-Weekly)","$14,040","$16,380","$14,040","$16,380","$15,210",Repair of Consumer Electronics & Household Appliances,Other Service Activities
V7M7U8,Dispatch And Fleet Coordinator,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Mike's Ice & Refrigeration Co. Ltd.,Associate Degree,3-4 years,George Town,194,Business services agents not elsewhere classified,45,KYD,Per Month,"KYD$2,250 - KYD$2,750 Monthly","$27,000","$33,000","$27,000","$33,000","$30,000",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
V8J3P7,Mason Helper,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Elizabeth Brown T/a Build With Pride Construction,High School or Equivalent,7-8 years,George Town,320,Stonemasons stone cutters splitters and carvers,40,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),"$20,800","$24,960","$20,800","$24,960","$22,880",Construction & Civil Engineering,Construction
W2Q5F8,Computer Technician Assistant,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World Ltd T/a Cellular World Repairs,Some College/University,3-4 years,George Town,218,Information and communications technology user support technicians,45,KYD,Per Hour,"KYD$17,550 - KYD$20,475 Per Annum (paid Per Hour)","$17,550","$20,475","$17,550","$20,475","$19,013",Repair of Consumer Electronics & Household Appliances,Other Service Activities
W4V7Y5,Sewage Truck Driver,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Massive Equipment Rentals & Sales Ltd.,High School or Equivalent,1-2 years,George Town,433,Heavy truck and lorry drivers,45,KYD,Per Hour,KYD$9 - KYD$11 Per Hour (paid Per Hour),"$21,060","$25,740","$21,060","$25,740","$23,400",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
W8H5E3,Padi Dive Instructor,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Sunset Divers Limited,High School or Equivalent,1-2 years,South Sound,386,Underwater Divers,45,KYD,Per Month,"KYD$24,000 - KYD$36,000 Per Annum (paid Monthly)","$24,000","$36,000","$24,000","$36,000","$30,000","Travel Agencies, Tour Operators & Reservation Services",Administrative and Support Service Activities
X2E7Y8,Gardener,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Ian Michael Dilbert And Kristina Ashley Yates,High School or Equivalent,10+ years,North Side,450,Garden and horticultural labourers,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly),"$18,720","$23,400","$18,720","$23,400","$21,060",Landscape & Maintenance Services,Administrative and Support Service Activities
X3E8C2,Ac Installation Technician,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Dac Ltd T/a Dac Plumbing & A/c Mechanical,High School or Equivalent,5-6 years,George Town,330,Air Conditioning and Refrigeration Mechanics,45,KYD,Bi-Weekly,KYD$14 - KYD$30 Per Hour (paid Bi-Weekly),"$32,760","$70,200","$32,760","$70,200","$51,480",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
X4J7F2,Construction Cleaner,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Kdp Construction & Colours Ltd. T/a Colours,High School or Equivalent,3-4 years,Bodden Town,333,Building structure cleaners,45,KYD,Bi-Weekly,"KYD$16,380 - KYD$25,740 Per Annum (paid Bi-Weekly)","$16,380","$25,740","$16,380","$25,740","$21,060",Construction & Civil Engineering,Construction
X8U4X3,Construction Labourer,Closed,03-Jun-25,02-Jun-25,16-Jun-25,Full-time,Solaris Construction Ltd,High School or Equivalent,3-4 years,Little Cayman,454,Building construction labourers,45,KYD,Per Hour,KYD$10 - KYD$15 Per Hour (paid Per Hour),"$23,400","$35,100","$23,400","$35,100","$29,250",Construction & Civil Engineering,Construction
Y7F2B4,Technical Customer Service Associate,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Cellular World Ltd T/a Cellular World Repairs,Some College/University,3-4 years,George Town,218,Information and communications technology user support technicians,45,KYD,Per Week,"KYD$16,380 - KYD$18,720 Per Annum (paid Weekly)","$16,380","$18,720","$16,380","$18,720","$17,550",Repair of Consumer Electronics & Household Appliances,Other Service Activities
Y8M3A3,Senior Interior Designer,Closed,03-Jun-25,03-Jun-25,17-Jun-25,Full-time,Frederick Mcrae Ltd.,Bachelor´s Degree,10+ years,George Town,213,Interior designers and decorators,40,KYD,Per Month,"KYD$115,000 - KYD$130,000 Per Annum (paid Monthly)","$115,000","$130,000","$115,000","$130,000","$122,500",Architectural & Engineering Services,"Professional, Scientfic and Technical Activities"
A3H4G7,Boat Deckhand,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Rock Holding Limited T/a Progression Workforce,High School or Equivalent,3-4 years,George Town,445,Other cleaning workers,40,KYD,Per Hour,KYD$9 Per Hour (paid Per Hour),"$18,720","$18,720","$18,720","$18,720","$18,720",Recruitment & Employment Agencies,Administrative and Support Service Activities
A4B2F5,Janitor,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Zenorah Brown T/a Premier Cleaners,High School or Equivalent,3-4 years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Bi-Weekly,"KYD$15,210 - KYD$28,080 Per Annum (paid Bi-Weekly)","$15,210","$28,080","$15,210","$28,080","$21,645",Cleaning Services,Administrative and Support Service Activities
A5M2W7,"Manager, Operations And Regulatory (cayman Corporate Services)",Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Conyers Dill & Pearman,Bachelor´s Degree,7-8 years,George Town,12,Policy and planning managers,35,USD,Per Month,"USD$105,000 - USD$120,000 Per Annum (paid Monthly)","$105,000","$120,000","$87,500","$100,000","$93,750",Legal Services,"Professional, Scientfic and Technical Activities"
A6S3E8,Spa Attendant,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Pyramid Cayman Hotel Services,High School or Equivalent,3-4 years,George Town,259,Beauticians and related workers,45,KYD,Per Month,"KYD$14,040 - KYD$21,060 Per Annum (paid Monthly)","$14,040","$21,060","$14,040","$21,060","$17,550",Accommodation,Accommodation and Food Service Activities
A7K4E2,Sales Representative / Cashier,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Cellular World T/a Bling And Ting,Some College/University,3-4 years,George Town,283,Sales workers not elsewhere classified,45,KYD,Bi-Weekly,"KYD$15,210 - KYD$16,965 Per Annum (paid Bi-Weekly)","$15,210","$16,965","$15,210","$16,965","$16,088",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
A8Q4G5,Mason,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,James Lindo T/a Nehemiah Building Pros,High School or Equivalent,10+ years,Red Bay / Prospect,320,Stonemasons stone cutters splitters and carvers,45,KYD,Per Week,KYD$630 Weekly,"$32,760","$32,760","$32,760","$32,760","$32,760",Construction & Civil Engineering,Construction
B2H4A7,Kitchen Helper,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,The Animals Ltd T/a The Bird,High School or Equivalent,5-6 years,Seven Mile Beach,463,Kitchen helpers,45,KYD,Per Week,"KYD$16,380 Per Annum (paid Weekly)","$16,380","$16,380","$16,380","$16,380","$16,380","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
B3H3X4,Senior Corporate Credit Manager,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Firstcaribbean International Bank (cayman) Ltd,Bachelor´s Degree,5-6 years,George Town,13,Business services and administration managers not elsewhere classified,40,KYD,Per Month,"KYD$102,038 - KYD$153,058 Per Annum (paid Monthly) + gratuities","$102,038","$153,058","$102,038","$153,058","$127,548",Financial & Insurance Services,Financial and Insurance Activities
B4U3H8,Night Shift Shipping Clerk,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Progressive Distributors Ltd.,High School or Equivalent,1-2 years,George Town,225,Data entry clerks,40,KYD,Per Week,KYD$520 - KYD$600 Weekly,"$27,040","$31,200","$27,040","$31,200","$29,120",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
B5D5N4,Food & Beverage Server,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Pyramid Cayman Hotel Services,High School or Equivalent,1-2 years,George Town,256,Waiters,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly) + gratuities","$14,040","$15,210","$14,040","$15,210","$14,625",Accommodation,Accommodation and Food Service Activities
B5P5B7,Human Resources Business Partner,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Maplesfs Service Company Limited,Some College/University,10+ years,George Town,11,Human Resource managers,37.5,USD,Per Month,"USD$90,000 - USD$140,000 Per Annum (paid Monthly) + gratuities","$90,000","$140,000","$75,000","$116,667","$95,833",Financial & Insurance Services,Financial and Insurance Activities
B8M6P8,Carpenter/mason,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Carol J. Dickson T/a Southern Construction And Repairs,High School or Equivalent,9-10 years,George Town,322,Carpenters and joiners,45,KYD,Bi-Weekly,"KYD$28,080 Per Annum (paid Bi-Weekly)","$28,080","$28,080","$28,080","$28,080","$28,080",Construction & Civil Engineering,Construction
C6R6R6,Dive Instructor/boat Captain,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Red Sail Sports Cayman Ltd,Certificate/Diploma,1-2 years,George Town,386,Underwater Divers,45,KYD,Bi-Weekly,KYD$8 - KYD$15 Per Hour (paid Bi-Weekly),"$18,720","$35,100","$18,720","$35,100","$26,910","Land, Water & Air Transport",Transportation and Storage
C7R8B6,Maintenance Person,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Pyramid Cayman Hotel Services,High School or Equivalent,3-4 years,George Town,142,Mechanical engineering technicians,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly) + gratuities,"$18,720","$23,400","$18,720","$23,400","$21,060",Accommodation,Accommodation and Food Service Activities
D5H5G3,Car Washer,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Agl Group Ltd T/a Docuplus Agency,High School or Equivalent,3-4 years,George Town,443,Vehicle cleaners,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),"$14,040","$18,720","$14,040","$18,720","$16,380",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
D6G2S2,Steel Fixer,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Georgette Angela Dyer,High School or Equivalent,3-4 years,George Town,454,Building construction labourers,45,KYD,Bi-Weekly,KYD$10 - KYD$12 Per Hour (paid Bi-Weekly),"$23,400","$28,080","$23,400","$28,080","$25,740",Construction & Civil Engineering,Construction
D8J5E5,Demonstrator,Closed,04-Jun-25,04-Jun-25,18-Jun-25,Full-time,Foster's Food Fair Ltd.,High School or Equivalent,No experience,George Town,278,Sales demonstrators,45,KYD,Per Month,"KYD$30,069 - KYD$41,394.6 Per Annum (paid Monthly)","$30,069","$41,395","$30,069","$41,395","$35,732",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
